"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128"
0.866443137254902,0.863929411764706,0.856086274509804,0.863929411764706,0.848243137254902,0.785498039215686,0.790996078431372,0.832556862745098,0.759623529411765,0.790996078431372,0.75683137254902,0.751780392156863,0.830211764705882,0.841976470588235,0.789098039215686,0.0741764705882353,0.0816980392156863,0.144486274509804,0.0895411764705882,0.102521568627451,0.109705882352941,0.098835294117647,0.098835294117647,0.117313725490196,0.112498039215686,0.138050980392157,0.104654901960784,0.112498039215686,0.12818431372549,0.114396078431373,0.122196078431373,0.140717647058824,0.118274509803922,0.138372549019608,0.132874509803922,0.153611764705882,0.145980392156863,0.156403921568627,0.117188235294118,0.134047058823529,0.164694117647059,0.14621568627451,0.130082352941176,0.144639215686274,0.165654901960784,0.164525490196078,0.157811764705882,0.148796078431373,0.117188235294118,0.148839215686275,0.168490196078431,0.176290196078431,0.160560784313725,0.12503137254902,0.161498039215686,0.144917647058824,0.169576470588235,0.172411764705882,0.160603921568627,0.180211764705882,0.185027450980392,0.149733333333333,0.188054901960784,0.171474509803922,0.185027450980392,0.165654901960784,0.167552941176471,0.165654901960784,0.191933333333333,0.187160784313725,0.191082352941176,0.159709803921569,0.164760784313725,0.149074509803922,0.196133333333333,0.179317647058824,0.176847058823529,0.196454901960784,0.18558431372549,0.18076862745098,0.200376470588235,0.208176470588235,0.202847058823529,0.201101960784314,0.236396078431373,0.227658823529412,0.23181568627451,0.273866666666667,0.271309803921569,0.306647058823529,0.314490196078431,0.313274509803922,0.322290196078431,0.349741176470588,0.364576470588235,0.348847058823529,0.341047058823529,0.344925490196078,0.360654901960784,0.352811764705882,0.347760784313725,0.356690196078431,0.348890196078431,0.344925490196078,0.352811764705882,0.337082352941176,0.359525490196078,0.34496862745098,0.360611764705882,0.357819607843137,0.348890196078431,0.348847058823529,0.348847058823529,0.356690196078431,0.344925490196078,0.368454901960784,0.341047058823529,0.361549019607843,0.348847058823529,0.349976470588235,0.334290196078431,0.338211764705882,0.341003921568627,0.35276862745098,0.349741176470588,0.341003921568627,0.341898039215686,0.336803921568627
0.863035294117647,0.844321568627451,0.794917647058823,0.860007843137255,0.863929411764706,0.852164705882353,0.852164705882353,0.828635294117647,0.767466666666667,0.803890196078431,0.775309803921568,0.75683137254902,0.794917647058823,0.764674509803921,0.748988235294118,0.776203921568627,0.15356862745098,0.15356862745098,0.175243137254902,0.18016862745098,0.188011764705882,0.160560784313725,0.160839215686275,0.185498039215686,0.209027450980392,0.134282352941176,0.192211764705882,0.168682352941176,0.173498039215686,0.175396078431373,0.191082352941176,0.175396078431373,0.191082352941176,0.200333333333333,0.20676862745098,0.191976470588235,0.207662745098039,0.16363137254902,0.159709803921569,0.177741176470588,0.171474509803922,0.202847058823529,0.216062745098039,0.189505882352941,0.193427450980392,0.204298039215686,0.235627450980392,0.184647058823529,0.184690196078431,0.184647058823529,0.216019607843137,0.219494117647059,0.204254901960784,0.212098039215686,0.212098039215686,0.216019607843137,0.212098039215686,0.184647058823529,0.176803921568627,0.212098039215686,0.202847058823529,0.22778431372549,0.204254901960784,0.196411764705882,0.204298039215686,0.231301960784314,0.200333333333333,0.212098039215686,0.204298039215686,0.216062745098039,0.199929411764706,0.199886274509804,0.223458823529412,0.203850980392157,0.192086274509804,0.231301960784314,0.227380392156863,0.205258823529412,0.208050980392157,0.223458823529412,0.220945098039216,0.223458823529412,0.252082352941176,0.246050980392157,0.251188235294118,0.265980392156863,0.282796078431372,0.285823529411765,0.306603921568627,0.310525490196078,0.31836862745098,0.326254901960784,0.345862745098039,0.357627450980392,0.34978431372549,0.348847058823529,0.360654901960784,0.364533333333333,0.348890196078431,0.356690196078431,0.360654901960784,0.35276862745098,0.356733333333333,0.352811764705882,0.360611764705882,0.356733333333333,0.364576470588235,0.356690196078431,0.348890196078431,0.368454901960784,0.344925490196078,0.364533333333333,0.356690196078431,0.360654901960784,0.333203921568627,0.348847058823529,0.344925490196078,0.361741176470588,0.342133333333333,0.356690196078431,0.35276862745098,0.356690196078431,0.337082352941176,0.35276862745098,0.353662745098039,0.353662745098039,0.31836862745098,0.326211764705882
0.852164705882353,0.797262745098039,0.816870588235294,0.875694117647059,0.852164705882353,0.802760784313725,0.789419607843137,0.848243137254902,0.830211764705882,0.814525490196078,0.783152941176471,0.740909803921569,0.771388235294118,0.77923137254902,0.794917647058823,0.793019607843137,0.328403921568627,0.325698039215686,0.333776470588235,0.345541176470588,0.30543137254902,0.313274509803922,0.31056862745098,0.309352941176471,0.279196078431373,0.286996078431373,0.275274509803922,0.271352941176471,0.263466666666667,0.287039215686274,0.294882352941176,0.283117647058824,0.275274509803922,0.275274509803922,0.279152941176471,0.273866666666667,0.302725490196078,0.275274509803922,0.26743137254902,0.302725490196078,0.283117647058824,0.283117647058824,0.290960784313725,0.278066666666667,0.277788235294118,0.273866666666667,0.287039215686274,0.275274509803922,0.26743137254902,0.279152941176471,0.275274509803922,0.294882352941176,0.287039215686274,0.289552941176471,0.281709803921569,0.250294117647059,0.301274509803922,0.285588235294118,0.273823529411765,0.277745098039216,0.25421568627451,0.260160784313725,0.278639215686274,0.266874509803922,0.270796078431373,0.264082352941176,0.247266666666667,0.262952941176471,0.256003921568627,0.271925490196078,0.260160784313725,0.246372549019608,0.267109803921569,0.251423529411765,0.243580392156863,0.273823529411765,0.263188235294118,0.255345098039216,0.262058823529412,0.258137254901961,0.250294117647059,0.258137254901961,0.282796078431372,0.281666666666667,0.285588235294118,0.283074509803922,0.294839215686274,0.297588235294118,0.310525490196078,0.314490196078431,0.338019607843137,0.337976470588235,0.361549019607843,0.345862745098039,0.356690196078431,0.364576470588235,0.368454901960784,0.344925490196078,0.352811764705882,0.356733333333333,0.360654901960784,0.356733333333333,0.348847058823529,0.355603921568627,0.356733333333333,0.352811764705882,0.348890196078431,0.356733333333333,0.348890196078431,0.348847058823529,0.372419607843137,0.360611764705882,0.344925490196078,0.348890196078431,0.357819607843137,0.35276862745098,0.356690196078431,0.337976470588235,0.349741176470588,0.334054901960784,0.349741176470588,0.357819607843137,0.356690196078431,0.353898039215686,0.337976470588235,0.330133333333333,0.345819607843137,0.349741176470588
0.871772549019608,0.867850980392157,0.866956862745098,0.860007843137255,0.805105882352941,0.790996078431372,0.863929411764706,0.851035294117647,0.785498039215686,0.814525490196078,0.82236862745098,0.745066666666667,0.752909803921568,0.818447058823529,0.814525490196078,0.769490196078431,0.687137254901961,0.360098039215686,0.345819607843137,0.337976470588235,0.344925490196078,0.352811764705882,0.333203921568627,0.333160784313725,0.317474509803922,0.312466666666667,0.312466666666667,0.305752941176471,0.325360784313725,0.296780392156863,0.277172549019608,0.292858823529412,0.308545098039216,0.32423137254902,0.312466666666667,0.300701960784314,0.296780392156863,0.305752941176471,0.308545098039216,0.292858823529412,0.317282352941176,0.314490196078431,0.293752941176471,0.321203921568627,0.31056862745098,0.321439215686274,0.313360784313725,0.312466666666667,0.321439215686274,0.312466666666667,0.298803921568627,0.318411764705882,0.314490196078431,0.298803921568627,0.294882352941176,0.318411764705882,0.31836862745098,0.302725490196078,0.294882352941176,0.302682352941176,0.290960784313725,0.281709803921569,0.281666666666667,0.313082352941176,0.305239215686274,0.301317647058824,0.281666666666667,0.289509803921569,0.301317647058824,0.277745098039216,0.277788235294118,0.286525490196078,0.289552941176471,0.289509803921569,0.285588235294118,0.294325490196078,0.281666666666667,0.299376470588235,0.286482352941176,0.298482352941176,0.305196078431373,0.310247058823529,0.309117647058823,0.301274509803922,0.313274509803922,0.318411764705882,0.31056862745098,0.31836862745098,0.314447058823529,0.334098039215686,0.341941176470588,0.341898039215686,0.345862745098039,0.357627450980392,0.345819607843137,0.368454901960784,0.371290196078431,0.364576470588235,0.360654901960784,0.343839215686274,0.364576470588235,0.341047058823529,0.35276862745098,0.351682352941176,0.368454901960784,0.348847058823529,0.380262745098039,0.34496862745098,0.360654901960784,0.352811764705882,0.347760784313725,0.364533333333333,0.364533333333333,0.34978431372549,0.364533333333333,0.364533333333333,0.353662745098039,0.369349019607843,0.345819607843137,0.34856862745098,0.330133333333333,0.337976470588235,0.317196078431373,0.353662745098039,0.334054901960784,0.322290196078431,0.332882352941176,0.322290196078431
0.802760784313725,0.789419607843137,0.8404,0.87961568627451,0.8748,0.863035294117647,0.871772549019608,0.856086274509804,0.775309803921568,0.806682352941176,0.79996862745098,0.783152941176471,0.771388235294118,0.772517647058823,0.841976470588235,0.757725490196078,0.742039215686274,0.381113725490196,0.379941176470588,0.369392156862745,0.360654901960784,0.363447058823529,0.360654901960784,0.360654901960784,0.308545098039216,0.354666666666667,0.333929411764706,0.318243137254902,0.333929411764706,0.328152941176471,0.32423137254902,0.329282352941176,0.312466666666667,0.313596078431373,0.333203921568627,0.325360784313725,0.325360784313725,0.329282352941176,0.337125490196078,0.348890196078431,0.328152941176471,0.321439215686274,0.313596078431373,0.339917647058823,0.341047058823529,0.332074509803922,0.325360784313725,0.313596078431373,0.32423137254902,0.320309803921569,0.293988235294118,0.320309803921569,0.332074509803922,0.321439215686274,0.326254901960784,0.305709803921569,0.313552941176471,0.306603921568627,0.322333333333333,0.314447058823529,0.31056862745098,0.31836862745098,0.322333333333333,0.322333333333333,0.306603921568627,0.298760784313725,0.310525490196078,0.305196078431373,0.298803921568627,0.302682352941176,0.286996078431373,0.305517647058824,0.306603921568627,0.306603921568627,0.298803921568627,0.310525490196078,0.318411764705882,0.310525490196078,0.314447058823529,0.314447058823529,0.316960784313725,0.314490196078431,0.318411764705882,0.318411764705882,0.313039215686275,0.322290196078431,0.330176470588235,0.326211764705882,0.341898039215686,0.337082352941176,0.34978431372549,0.35758431372549,0.360611764705882,0.348847058823529,0.369392156862745,0.34496862745098,0.360611764705882,0.352811764705882,0.364576470588235,0.364576470588235,0.34496862745098,0.364576470588235,0.376298039215686,0.344925490196078,0.364576470588235,0.352811764705882,0.356690196078431,0.368454901960784,0.344925490196078,0.368454901960784,0.356690196078431,0.348890196078431,0.35276862745098,0.368498039215686,0.361505882352941,0.349741176470588,0.365427450980392,0.341898039215686,0.345819607843137,0.349741176470588,0.360333333333333,0.365427450980392,0.334054901960784,0.340725490196078,0.345819607843137,0.337976470588235,0.361505882352941,0.322290196078431
0.793341176470588,0.878721568627451,0.851270588235294,0.863929411764706,0.77923137254902,0.784603921568627,0.870878431372549,0.863929411764706,0.852164705882353,0.841976470588235,0.796047058823529,0.806682352941176,0.75683137254902,0.752909803921568,0.737223529411765,0.760517647058824,0.747537254901961,0.373313725490196,0.403792156862745,0.388105882352941,0.388105882352941,0.358588235294118,0.370352941176471,0.350745098039216,0.353537254901961,0.365301960784314,0.345694117647059,0.337850980392157,0.341772549019608,0.342901960784314,0.354666666666667,0.338980392156863,0.339917647058823,0.337125490196078,0.333203921568627,0.343839215686274,0.333929411764706,0.325360784313725,0.34961568627451,0.339917647058823,0.339917647058823,0.337125490196078,0.328152941176471,0.341047058823529,0.337125490196078,0.360654901960784,0.343839215686274,0.341047058823529,0.335996078431373,0.321439215686274,0.304623529411765,0.329282352941176,0.321439215686274,0.335996078431373,0.321439215686274,0.329239215686274,0.333160784313725,0.341003921568627,0.321396078431373,0.317517647058823,0.318411764705882,0.337125490196078,0.333160784313725,0.330133333333333,0.314490196078431,0.326254901960784,0.314490196078431,0.326211764705882,0.326211764705882,0.330133333333333,0.330176470588235,0.31056862745098,0.31836862745098,0.314447058823529,0.314447058823529,0.353705882352941,0.314447058823529,0.310525490196078,0.314490196078431,0.353662745098039,0.322290196078431,0.338019607843137,0.326254901960784,0.31836862745098,0.337976470588235,0.326211764705882,0.341898039215686,0.348890196078431,0.344925490196078,0.356690196078431,0.356733333333333,0.35276862745098,0.35276862745098,0.368498039215686,0.341003921568627,0.360654901960784,0.360611764705882,0.356733333333333,0.352811764705882,0.372376470588235,0.364533333333333,0.364533333333333,0.368498039215686,0.356690196078431,0.35276862745098,0.344925490196078,0.352811764705882,0.348847058823529,0.360654901960784,0.364533333333333,0.356733333333333,0.364533333333333,0.360611764705882,0.356733333333333,0.35276862745098,0.344925490196078,0.365427450980392,0.349741176470588,0.337976470588235,0.349741176470588,0.349741176470588,0.341898039215686,0.34856862745098,0.336803921568627,0.35758431372549,0.34856862745098,0.341898039215686,0.349741176470588
0.871772549019608,0.87961568627451,0.866956862745098,0.794917647058823,0.793341176470588,0.870878431372549,0.8748,0.82358431372549,0.769811764705882,0.860007843137255,0.86158431372549,0.838054901960784,0.787074509803922,0.764674509803921,0.757725490196078,0.834133333333333,0.739694117647059,0.76855294117647,0.392027450980392,0.403792156862745,0.388105882352941,0.382117647058824,0.374274509803922,0.374274509803922,0.38883137254902,0.369223529411765,0.356329411764706,0.352407843137255,0.34961568627451,0.365301960784314,0.345694117647059,0.337850980392157,0.345694117647059,0.34961568627451,0.353537254901961,0.364576470588235,0.353537254901961,0.34961568627451,0.369223529411765,0.374274509803922,0.361380392156863,0.369223529411765,0.354666666666667,0.361380392156863,0.363447058823529,0.354666666666667,0.34496862745098,0.353537254901961,0.345694117647059,0.346823529411765,0.343839215686274,0.351682352941176,0.356733333333333,0.355603921568627,0.337125490196078,0.356733333333333,0.341047058823529,0.343839215686274,0.351682352941176,0.341047058823529,0.335996078431373,0.347760784313725,0.333203921568627,0.321396078431373,0.334098039215686,0.330176470588235,0.337976470588235,0.334054901960784,0.318411764705882,0.337976470588235,0.341047058823529,0.333203921568627,0.329282352941176,0.334054901960784,0.341898039215686,0.341941176470588,0.345862745098039,0.337976470588235,0.345862745098039,0.334098039215686,0.326211764705882,0.34978431372549,0.35758431372549,0.345862745098039,0.34496862745098,0.337125490196078,0.35758431372549,0.360611764705882,0.35276862745098,0.352811764705882,0.348890196078431,0.360611764705882,0.352811764705882,0.344925490196078,0.356733333333333,0.356733333333333,0.368454901960784,0.348890196078431,0.360611764705882,0.356733333333333,0.356733333333333,0.360654901960784,0.356733333333333,0.333160784313725,0.380219607843137,0.372419607843137,0.371290196078431,0.368498039215686,0.360611764705882,0.360654901960784,0.360611764705882,0.364576470588235,0.372376470588235,0.345862745098039,0.35758431372549,0.349741176470588,0.365427450980392,0.353662745098039,0.360611764705882,0.349741176470588,0.353662745098039,0.341898039215686,0.345819607843137,0.336803921568627,0.356176470588235,0.360333333333333,0.317196078431373,0.337976470588235
0.785498039215686,0.87961568627451,0.887458823529412,0.883537254901961,0.87961568627451,0.87961568627451,0.867850980392157,0.793341176470588,0.824713725490196,0.848243137254902,0.77923137254902,0.772603921568627,0.82236862745098,0.814525490196078,0.772282352941176,0.733301960784314,0.749882352941176,0.753803921568627,0.418349019607843,0.403792156862745,0.38883137254902,0.389960784313725,0.38883137254902,0.365301960784314,0.373145098039216,0.375043137254902,0.368329411764706,0.381223529411765,0.3672,0.379858823529412,0.369223529411765,0.377066666666667,0.368137254901961,0.373145098039216,0.37201568627451,0.369223529411765,0.360250980392157,0.361380392156863,0.374274509803922,0.368137254901961,0.364172549019608,0.36643137254902,0.36643137254902,0.368137254901961,0.384909803921569,0.377066666666667,0.377066666666667,0.358588235294118,0.382117647058824,0.362509803921569,0.344564705882353,0.377066666666667,0.364576470588235,0.359525490196078,0.363447058823529,0.361380392156863,0.352811764705882,0.347760784313725,0.34496862745098,0.348890196078431,0.356498039215686,0.356733333333333,0.356733333333333,0.352811764705882,0.35276862745098,0.357627450980392,0.341047058823529,0.364576470588235,0.345819607843137,0.360654901960784,0.356690196078431,0.352811764705882,0.35276862745098,0.35276862745098,0.348890196078431,0.35758431372549,0.357627450980392,0.348654901960784,0.349549019607843,0.353662745098039,0.345819607843137,0.35276862745098,0.356733333333333,0.364576470588235,0.337125490196078,0.364576470588235,0.364576470588235,0.360611764705882,0.349976470588235,0.356733333333333,0.352811764705882,0.368498039215686,0.368454901960784,0.356690196078431,0.368454901960784,0.356690196078431,0.360654901960784,0.372376470588235,0.364576470588235,0.364576470588235,0.360611764705882,0.376298039215686,0.372376470588235,0.368454901960784,0.368454901960784,0.364533333333333,0.375211764705882,0.360654901960784,0.35276862745098,0.376341176470588,0.356733333333333,0.349976470588235,0.360611764705882,0.35276862745098,0.372376470588235,0.353898039215686,0.365427450980392,0.356176470588235,0.345819607843137,0.353662745098039,0.345819607843137,0.365427450980392,0.345819607843137,0.341898039215686,0.320925490196078,0.365427450980392,0.330133333333333,0.345819607843137
0.852164705882353,0.820792156862745,0.818447058823529,0.805105882352941,0.8404,0.875694117647059,0.867850980392157,0.863929411764706,0.863929411764706,0.863929411764706,0.789419607843137,0.830211764705882,0.834133333333333,0.752909803921568,0.806682352941176,0.803890196078431,0.772517647058823,0.730274509803922,0.397803921568627,0.413490196078431,0.408439215686274,0.400596078431372,0.397803921568627,0.381223529411765,0.368329411764706,0.376172549019608,0.359356862745098,0.378964705882353,0.376172549019608,0.38401568627451,0.381223529411765,0.373145098039216,0.380988235294118,0.380988235294118,0.369223529411765,0.375937254901961,0.375937254901961,0.384909803921569,0.373145098039216,0.383780392156863,0.373145098039216,0.373145098039216,0.391623529411765,0.373145098039216,0.370352941176471,0.386039215686275,0.36643137254902,0.370352941176471,0.362509803921569,0.36643137254902,0.377066666666667,0.382117647058824,0.374274509803922,0.373145098039216,0.369223529411765,0.365301960784314,0.365301960784314,0.356329411764706,0.362509803921569,0.370352941176471,0.357458823529412,0.348890196078431,0.364576470588235,0.355603921568627,0.364576470588235,0.356690196078431,0.368454901960784,0.360654901960784,0.364576470588235,0.363447058823529,0.352811764705882,0.351682352941176,0.355603921568627,0.356733333333333,0.360654901960784,0.355603921568627,0.360654901960784,0.352811764705882,0.365427450980392,0.372419607843137,0.364533333333333,0.352811764705882,0.360611764705882,0.360611764705882,0.356733333333333,0.348890196078431,0.348890196078431,0.368454901960784,0.360654901960784,0.372376470588235,0.372376470588235,0.356733333333333,0.368498039215686,0.368454901960784,0.368454901960784,0.364533333333333,0.356690196078431,0.35276862745098,0.364533333333333,0.376298039215686,0.356690196078431,0.376298039215686,0.360611764705882,0.35276862745098,0.372419607843137,0.372419607843137,0.348847058823529,0.372376470588235,0.352811764705882,0.372376470588235,0.349976470588235,0.341003921568627,0.376298039215686,0.356411764705882,0.360611764705882,0.35276862745098,0.365427450980392,0.35276862745098,0.348847058823529,0.357819607843137,0.345819607843137,0.353662745098039,0.337976470588235,0.376019607843137,0.341898039215686,0.353662745098039,0.336803921568627,0.326211764705882
0.798839215686274,0.8404,0.810603921568627,0.777654901960784,0.871772549019608,0.87961568627451,0.806682352941176,0.790996078431372,0.856086274509804,0.848243137254902,0.856086274509804,0.852164705882353,0.830211764705882,0.769811764705882,0.82236862745098,0.752909803921568,0.796047058823529,0.72243137254902,0.727929411764706,0.413490196078431,0.416282352941176,0.404752941176471,0.399701960784314,0.391858823529412,0.386807843137255,0.38401568627451,0.378964705882353,0.376172549019608,0.380094117647059,0.375043137254902,0.368329411764706,0.389152941176471,0.371121568627451,0.380094117647059,0.372250980392157,0.381309803921569,0.389152941176471,0.38401568627451,0.371121568627451,0.386807843137255,0.369223529411765,0.386039215686275,0.374274509803922,0.369223529411765,0.369223529411765,0.389960784313725,0.392752941176471,0.382117647058824,0.370352941176471,0.370352941176471,0.365301960784314,0.369223529411765,0.370352941176471,0.378196078431372,0.374274509803922,0.370352941176471,0.370352941176471,0.365301960784314,0.374274509803922,0.393882352941176,0.369223529411765,0.374274509803922,0.370352941176471,0.355603921568627,0.372419607843137,0.363447058823529,0.371290196078431,0.348890196078431,0.355603921568627,0.363447058823529,0.368498039215686,0.356690196078431,0.364576470588235,0.360654901960784,0.356733333333333,0.356733333333333,0.372419607843137,0.364533333333333,0.360654901960784,0.35276862745098,0.360611764705882,0.34496862745098,0.372376470588235,0.368498039215686,0.360654901960784,0.360611764705882,0.364533333333333,0.356690196078431,0.360654901960784,0.356733333333333,0.376298039215686,0.368454901960784,0.368498039215686,0.368454901960784,0.372376470588235,0.364576470588235,0.372376470588235,0.364533333333333,0.372376470588235,0.384141176470588,0.380219607843137,0.376298039215686,0.368454901960784,0.376341176470588,0.350745098039216,0.35276862745098,0.360611764705882,0.384141176470588,0.356733333333333,0.348847058823529,0.384141176470588,0.35276862745098,0.356690196078431,0.35276862745098,0.360611764705882,0.361741176470588,0.341047058823529,0.344925490196078,0.361505882352941,0.361505882352941,0.365427450980392,0.330133333333333,0.340725490196078,0.345819607843137,0.35758431372549,0.337976470588235,0.349741176470588,0.35758431372549
